Year,Annual_Mean_Temp,Temp_Anomaly,City
1910,24.844166666666666,-0.48839696969697144,All India
1911,25.08583333333333,-0.24673030303030785,All India
1912,25.201666666666668,-0.13089696969696973,All India
1913,24.95,-0.38256363636363844,All India
1914,25.07166666666667,-0.26089696969696874,All India
1915,25.440833333333334,0.10826969696969613,All India
1916,25.083333333333332,-0.24923030303030558,All India
1917,24.535,-0.7975636363636376,All India
1918,24.959166666666665,-0.373396969696973,All India
1919,25.15416666666667,-0.17839696969696917,All India
1920,25.139166666666668,-0.19339696969696973,All India
1921,25.4475,0.11493636363636384,All India
1922,25.175,-0.15756363636363702,All India
1923,25.1575,-0.17506363636363886,All India
1924,25.3,-0.032563636363637016,All India
1925,24.973333333333333,-0.359230303030305,All India
1926,25.14,-0.19256363636363716,All India
1927,25.006666666666664,-0.32589696969697357,All India
1928,25.313333333333333,-0.01923030303030515,All India
1929,25.15416666666667,-0.17839696969696917,All India
1930,25.00583333333333,-0.32673030303030615,All India
1931,25.44666666666667,0.11410303030303126,All India
1932,25.246666666666666,-0.08589696969697158,All India
1933,24.915000000000003,-0.417563636363635,All India
1934,25.061666666666667,-0.2708969696969703,All India
1935,25.05,-0.282563636363637,All India
1936,25.108333333333334,-0.22423030303030345,All India
1937,25.003333333333334,-0.3292303030303039,All India
1938,25.104166666666668,-0.22839696969696988,All India
1939,25.087500000000002,-0.2450636363636356,All India
1940,24.97,-0.36256363636363886,All India
1941,25.609166666666667,0.27660303030302913,All India
1942,25.25583333333333,-0.07673030303030615,All India
1943,24.8425,-0.4900636363636366,All India
1944,24.8625,-0.470063636363637,All India
1945,24.691666666666666,-0.6408969696969713,All India
1946,25.290833333333335,-0.04173030303030245,All India
1947,25.354166666666668,0.021603030303030124,All India
1948,25.28916666666667,-0.0433969696969676,All India
1949,25.163333333333338,-0.16923030303030018,All India
1950,24.879166666666666,-0.4533969696969713,All India
1951,25.325,-0.007563636363638437,All India
1952,25.411666666666665,0.07910303030302757,All India
1953,25.581666666666667,0.24910303030302927,All India
1954,25.242499999999996,-0.09006363636364156,All India
1955,25.0175,-0.31506363636363943,All India
1956,24.94666666666667,-0.38589696969696874,All India
1957,25.146666666666665,-0.185896969696973,All India
1958,25.745,0.41243636363636327,All India
1959,25.3575,0.02493636363636398,All India
1960,25.3875,0.05493636363636156,All India
1961,24.971666666666664,-0.3608969696969737,All India
1962,25.050833333333333,-0.28173030303030444,All India
1963,25.245833333333334,-0.08673030303030416,All India
1964,25.235,-0.0975636363636383,All India
1965,25.229166666666668,-0.10339696969696988,All India
1966,25.515,0.18243636363636284,All India
1967,25.166666666666668,-0.16589696969696988,All India
1968,25.087500000000002,-0.2450636363636356,All India
1969,25.581666666666667,0.24910303030302927,All India
1970,25.228333333333335,-0.10423030303030245,All India
1971,24.828333333333333,-0.5042303030303046,All India
1972,25.22,-0.11256363636363886,All India
1973,25.372500000000002,0.03993636363636455,All India
1974,25.081666666666667,-0.25089696969697073,All India
1975,24.837500000000002,-0.4950636363636356,All India
1976,25.113333333333333,-0.21923030303030444,All India
1977,25.285833333333333,-0.04673030303030501,All India
1978,25.125833333333333,-0.20673030303030515,All India
1979,25.618333333333336,0.2857696969696981,All India
1980,25.605,0.2724363636363627,All India
1981,25.290833333333335,-0.04173030303030245,All India
1982,25.25583333333333,-0.07673030303030615,All India
1983,25.123333333333335,-0.20923030303030288,All India
1984,25.22083333333333,-0.11173030303030629,All India
1985,25.39833333333333,0.06576969696969215,All India
1986,25.22666666666667,-0.1058969696969676,All India
1987,25.645,0.31243636363636185,All India
1988,25.545833333333334,0.21326969696969655,All India
1989,25.150833333333335,-0.18173030303030302,All India
1990,25.265,-0.06756363636363716,All India
1991,25.394166666666667,0.06160303030302927,All India
1992,25.249166666666667,-0.0833969696969703,All India
1993,25.4575,0.12493636363636185,All India
1994,25.39,0.05743636363636284,All India
1995,25.463333333333335,0.13076969696969698,All India
1996,25.415833333333335,0.08326969696969755,All India
1997,25.353333333333335,0.02076969696969755,All India
1998,25.72,0.38743636363636114,All India
1999,25.56833333333333,0.23576969696969385,All India
2000,25.525000000000002,0.1924363636363644,All India
2001,25.604166666666668,0.2716030303030301,All India
2002,25.74083333333333,0.4082696969696933,All India
2003,25.608333333333334,0.27576969696969655,All India
2004,25.65416666666667,0.32160303030303083,All India
2005,25.5825,0.24993636363636185,All India
2006,25.724999999999998,0.39243636363636014,All India
2007,25.673333333333332,0.3407696969696943,All India
2008,25.549166666666668,0.2166030303030304,All India
2009,26.048333333333332,0.7157696969696943,All India
2010,26.035,0.7024363636363624,All India
2011,25.61916666666667,0.2866030303030307,All India
2012,25.60083333333333,0.2682696969696927,All India
2013,25.680833333333336,0.3482696969696981,All India
2014,25.735,0.4024363636363617,All India
2015,25.920833333333334,0.5882696969696966,All India
2016,26.203333333333333,0.8707696969696954,All India
2017,26.036666666666665,0.7041030303030276,All India
2018,25.896666666666665,0.564103030303027,All India
2019,25.8575,0.524936363636364,All India
2020,25.7825,0.44993636363636114,All India
2021,25.93166666666667,0.5991030303030307,All India
2022,26.005,0.6724363636363613,All India
2023,26.145833333333332,0.8132696969696944,All India
2024,25.97666666666667,0.6441030303030324,All India
2025,26.585454545454546,1.2528909090909082,All India
